"","Yr","Mn","station","CO2_concentration","hemisphere"
"3915",2006,"Aug","mlo",380.11,"northern"
"3916",2006,"Aug","kum",377.89,"northern"
"3917",2006,"Aug","chr",381.43,"northern"
"3918",2006,"Aug","sam",379.81,"southern"
"3919",2006,"Aug","ker",379.81,"southern"
"3920",2006,"Aug","nzd",379.39,"southern"
"3921",2006,"Sep","alt",NA,"northern"
"3922",2006,"Sep","mlo",378.53,"northern"
"3923",2006,"Sep","kum",378.13,"northern"
"3924",2006,"Sep","chr",381.58,"northern"
"3925",2006,"Sep","sam",379.69,"southern"
"3926",2006,"Sep","ker",379.92,"southern"
"3927",2006,"Sep","nzd",379.47,"southern"
"3928",2006,"Oct","alt",NA,"northern"
"3929",2006,"Oct","mlo",379.14,"northern"
"3930",2006,"Oct","kum",378.79,"northern"
"3931",2006,"Oct","chr",381.37,"northern"
"3932",2006,"Oct","sam",379.96,"southern"
"3933",2006,"Oct","ker",380.11,"southern"
"3934",2006,"Oct","nzd",379,"southern"
"3935",2006,"Nov","alt",NA,"northern"
"3936",2006,"Nov","mlo",380.18,"northern"
"3937",2006,"Nov","kum",380.33,"northern"
"3938",2006,"Nov","chr",380.85,"northern"
"3939",2006,"Nov","sam",380.65,"southern"
"3940",2006,"Nov","ker",380.48,"southern"
"3941",2006,"Nov","nzd",379.21,"southern"
"3942",2006,"Dec","alt",NA,"northern"
"3943",2006,"Dec","mlo",381.47,"northern"
"3944",2006,"Dec","kum",382.92,"northern"
"3945",2006,"Dec","chr",382.41,"northern"
"3946",2006,"Dec","sam",381.28,"southern"
"3947",2006,"Dec","ker",380.9,"southern"
"3948",2006,"Dec","nzd",379.11,"southern"
"3949",2007,"Jan","alt",NA,"northern"
"3950",2007,"Jan","mlo",383.04,"northern"
"3951",2007,"Jan","kum",383.33,"northern"
"3952",2007,"Jan","chr",382.63,"northern"
"3953",2007,"Jan","sam",380.83,"southern"
"3954",2007,"Jan","ker",381.2,"southern"
"3955",2007,"Jan","nzd",379.24,"southern"
"3956",2007,"Feb","alt",NA,"northern"
"3957",2007,"Feb","mlo",384.28,"northern"
"3958",2007,"Feb","kum",385.69,"northern"
"3959",2007,"Feb","chr",382.81,"northern"
"3960",2007,"Feb","sam",382.43,"southern"
"3961",2007,"Feb","ker",381.2,"southern"
"3962",2007,"Feb","nzd",379.37,"southern"
"3963",2007,"Mar","alt",NA,"northern"
"3964",2007,"Mar","mlo",384.45,"northern"
"3965",2007,"Mar","kum",384.35,"northern"
"3966",2007,"Mar","chr",384.18,"northern"
"3967",2007,"Mar","sam",382.39,"southern"
"3968",2007,"Mar","ker",381,"southern"
"3969",2007,"Mar","nzd",379.68,"southern"
"3970",2007,"Apr","alt",NA,"northern"
"3971",2007,"Apr","mlo",386.56,"northern"
"3972",2007,"Apr","kum",386.83,"northern"
"3973",2007,"Apr","chr",385.07,"northern"
"3974",2007,"Apr","sam",381.97,"southern"
"3975",2007,"Apr","ker",380.78,"southern"
"3976",2007,"Apr","nzd",380.32,"southern"
"3977",2007,"May","alt",NA,"northern"
"3978",2007,"May","mlo",386.57,"northern"
"3979",2007,"May","kum",387.37,"northern"
"3980",2007,"May","chr",384.74,"northern"
"3981",2007,"May","sam",381.71,"southern"
"3982",2007,"May","ker",380.59,"southern"
"3983",2007,"May","nzd",380.19,"southern"
"3984",2007,"Jun","alt",NA,"northern"
"3985",2007,"Jun","mlo",386.06,"northern"
"3986",2007,"Jun","kum",386.8,"northern"
"3987",2007,"Jun","chr",384.08,"northern"
"3988",2007,"Jun","sam",381.91,"southern"
"3989",2007,"Jun","ker",380.69,"southern"
"3990",2007,"Jun","nzd",380.74,"southern"
"3991",2007,"Jul","alt",NA,"northern"
"3992",2007,"Jul","mlo",384.71,"northern"
"3993",2007,"Jul","kum",382.9,"northern"
"3994",2007,"Jul","chr",383.98,"northern"
"3995",2007,"Jul","sam",382.61,"southern"
"3996",2007,"Jul","ker",381.25,"southern"
"3997",2007,"Jul","nzd",380.99,"southern"
"3998",2007,"Aug","alt",NA,"northern"
"3999",2007,"Aug","mlo",381.75,"northern"
"4000",2007,"Aug","kum",381.75,"northern"
"4001",2007,"Aug","chr",383.78,"northern"
"4002",2007,"Aug","sam",382.34,"southern"
"4003",2007,"Aug","ker",381.46,"southern"
"4004",2007,"Aug","nzd",380.89,"southern"
"4005",2007,"Sep","alt",NA,"northern"
"4006",2007,"Sep","mlo",380.33,"northern"
"4007",2007,"Sep","kum",380.69,"northern"
"4008",2007,"Sep","chr",382.97,"northern"
"4009",2007,"Sep","sam",382.2,"southern"
"4010",2007,"Sep","ker",381.62,"southern"
"4011",2007,"Sep","nzd",381.21,"southern"
"4012",2007,"Oct","alt",NA,"northern"
"4013",2007,"Oct","mlo",380.88,"northern"
"4014",2007,"Oct","kum",381.03,"northern"
"4015",2007,"Oct","chr",382.99,"northern"
"4016",2007,"Oct","sam",382.43,"southern"
"4017",2007,"Oct","ker",382.19,"southern"
"4018",2007,"Oct","nzd",381.33,"southern"
"4019",2007,"Nov","alt",NA,"northern"
"4020",2007,"Nov","mlo",382.45,"northern"
"4021",2007,"Nov","kum",382.92,"northern"
"4022",2007,"Nov","chr",383.3,"northern"
"4023",2007,"Nov","sam",382.65,"southern"
"4024",2007,"Nov","ker",382.25,"southern"
"4025",2007,"Nov","nzd",381.14,"southern"
"4026",2007,"Dec","alt",NA,"northern"
"4027",2007,"Dec","mlo",383.9,"northern"
"4028",2007,"Dec","kum",384.38,"northern"
"4029",2007,"Dec","chr",384.12,"northern"
"4030",2007,"Dec","sam",383.5,"southern"
"4031",2007,"Dec","ker",382.11,"southern"
"4032",2007,"Dec","nzd",381.29,"southern"
"4033",2008,"Jan","alt",NA,"northern"
"4034",2008,"Jan","mlo",385.55,"northern"
"4035",2008,"Jan","kum",386.44,"northern"
"4036",2008,"Jan","chr",385.57,"northern"
"4037",2008,"Jan","sam",384.01,"southern"
"4038",2008,"Jan","ker",383.04,"southern"
"4039",2008,"Jan","nzd",381.6,"southern"
"4040",2008,"Feb","alt",NA,"northern"
"4041",2008,"Feb","mlo",385.33,"northern"
"4042",2008,"Feb","kum",387.36,"northern"
"4043",2008,"Feb","chr",385.58,"northern"
"4044",2008,"Feb","sam",383.91,"southern"
"4045",2008,"Feb","ker",383.25,"southern"
"4046",2008,"Feb","nzd",381.3,"southern"
"4047",2008,"Mar","alt",NA,"northern"
"4048",2008,"Mar","mlo",385.93,"northern"
"4049",2008,"Mar","kum",387.24,"northern"
"4050",2008,"Mar","chr",385.29,"northern"
"4051",2008,"Mar","sam",383.65,"southern"
"4052",2008,"Mar","ker",382.87,"southern"
"4053",2008,"Mar","nzd",381.8,"southern"
"4054",2008,"Apr","alt",NA,"northern"
"4055",2008,"Apr","mlo",387.44,"northern"
"4056",2008,"Apr","kum",388.65,"northern"
"4057",2008,"Apr","chr",386.91,"northern"
"4058",2008,"Apr","sam",383.37,"southern"
"4059",2008,"Apr","ker",382.67,"southern"
"4060",2008,"Apr","nzd",381.17,"southern"
"4061",2008,"May","alt",NA,"northern"
"4062",2008,"May","mlo",388.72,"northern"
"4063",2008,"May","kum",389.39,"northern"
"4064",2008,"May","chr",386.72,"northern"
"4065",2008,"May","sam",384,"southern"
"4066",2008,"May","ker",382.67,"southern"
"4067",2008,"May","nzd",382.14,"southern"
"4068",2008,"Jun","alt",NA,"northern"
"4069",2008,"Jun","mlo",388.21,"northern"
"4070",2008,"Jun","kum",388.98,"northern"
"4071",2008,"Jun","chr",385.31,"northern"
"4072",2008,"Jun","sam",383.89,"southern"
"4073",2008,"Jun","ker",382.88,"southern"
"4074",2008,"Jun","nzd",382.66,"southern"
"4075",2008,"Jul","alt",NA,"northern"
"4076",2008,"Jul","mlo",386.62,"northern"
"4077",2008,"Jul","kum",385.58,"northern"
"4078",2008,"Jul","chr",385.6,"northern"
"4079",2008,"Jul","sam",383.78,"southern"
"4080",2008,"Jul","ker",383.15,"southern"
"4081",2008,"Jul","nzd",383.04,"southern"
"4082",2008,"Aug","alt",NA,"northern"
"4083",2008,"Aug","mlo",383.86,"northern"
"4084",2008,"Aug","kum",383.03,"northern"
"4085",2008,"Aug","chr",385.46,"northern"
"4086",2008,"Aug","sam",383.94,"southern"
"4087",2008,"Aug","ker",383.35,"southern"
"4088",2008,"Aug","nzd",383.4,"southern"
"4089",2008,"Sep","alt",NA,"northern"
"4090",2008,"Sep","mlo",382.87,"northern"
"4091",2008,"Sep","kum",381.37,"northern"
"4092",2008,"Sep","chr",384.61,"northern"
"4093",2008,"Sep","sam",383.65,"southern"
"4094",2008,"Sep","ker",383.48,"southern"
"4095",2008,"Sep","nzd",383.41,"southern"
"4096",2008,"Oct","alt",NA,"northern"
"4097",2008,"Oct","mlo",382.6,"northern"
"4098",2008,"Oct","kum",382.63,"northern"
"4099",2008,"Oct","chr",384.33,"northern"
"4100",2008,"Oct","sam",384.1,"southern"
"4101",2008,"Oct","ker",383.62,"southern"
"4102",2008,"Oct","nzd",383.11,"southern"
"4103",2008,"Nov","alt",NA,"northern"
"4104",2008,"Nov","mlo",384.08,"northern"
"4105",2008,"Nov","kum",384.31,"northern"
"4106",2008,"Nov","chr",385.65,"northern"
"4107",2008,"Nov","sam",384.46,"southern"
"4108",2008,"Nov","ker",384,"southern"
"4109",2008,"Nov","nzd",383.04,"southern"
"4110",2008,"Dec","alt",NA,"northern"
"4111",2008,"Dec","mlo",385.45,"northern"
"4112",2008,"Dec","kum",386.59,"northern"
"4113",2008,"Dec","chr",386.03,"northern"
"4114",2008,"Dec","sam",385.04,"southern"
"4115",2008,"Dec","ker",384.56,"southern"
"4116",2008,"Dec","nzd",383.39,"southern"
"4117",2009,"Jan","alt",NA,"northern"
"4118",2009,"Jan","mlo",386.93,"northern"
"4119",2009,"Jan","kum",387.89,"northern"
"4120",2009,"Jan","chr",387.48,"northern"
"4121",2009,"Jan","sam",385.62,"southern"
"4122",2009,"Jan","ker",384.83,"southern"
"4123",2009,"Jan","nzd",383.18,"southern"
"4124",2009,"Feb","alt",NA,"northern"
"4125",2009,"Feb","mlo",387.29,"northern"
"4126",2009,"Feb","kum",389.38,"northern"
"4127",2009,"Feb","chr",388.56,"northern"
"4128",2009,"Feb","sam",384.27,"southern"
"4129",2009,"Feb","ker",385.93,"southern"
"4130",2009,"Feb","nzd",382.89,"southern"
"4131",2009,"Mar","alt",NA,"northern"
"4132",2009,"Mar","mlo",388.33,"northern"
"4133",2009,"Mar","kum",389.32,"northern"
"4134",2009,"Mar","chr",388.17,"northern"
"4135",2009,"Mar","sam",385.21,"southern"
"4136",2009,"Mar","ker",384.63,"southern"
"4137",2009,"Mar","nzd",384.05,"southern"
"4138",2009,"Apr","alt",NA,"northern"
"4139",2009,"Apr","mlo",389.48,"northern"
"4140",2009,"Apr","kum",389.99,"northern"
"4141",2009,"Apr","chr",389.35,"northern"
"4142",2009,"Apr","sam",385.05,"southern"
"4143",2009,"Apr","ker",383.54,"southern"
"4144",2009,"Apr","nzd",383.73,"southern"
"4145",2009,"May","alt",NA,"northern"
"4146",2009,"May","mlo",390.22,"northern"
"4147",2009,"May","kum",390.98,"northern"
"4148",2009,"May","chr",387.45,"northern"
"4149",2009,"May","sam",384.95,"southern"
"4150",2009,"May","ker",384.39,"southern"
"4151",2009,"May","nzd",384.05,"southern"
"4152",2009,"Jun","alt",NA,"northern"
"4153",2009,"Jun","mlo",389.66,"northern"
"4154",2009,"Jun","kum",391.01,"northern"
"4155",2009,"Jun","chr",387.71,"northern"
"4156",2009,"Jun","sam",384.25,"southern"
"4157",2009,"Jun","ker",384.66,"southern"
"4158",2009,"Jun","nzd",384.19,"southern"
"4159",2009,"Jul","alt",NA,"northern"
"4160",2009,"Jul","mlo",387.77,"northern"
"4161",2009,"Jul","kum",387.41,"northern"
"4162",2009,"Jul","chr",387.88,"northern"
"4163",2009,"Jul","sam",385.3,"southern"
"4164",2009,"Jul","ker",384.67,"southern"
"4165",2009,"Jul","nzd",384.57,"southern"
"4166",2009,"Aug","alt",NA,"northern"
"4167",2009,"Aug","mlo",385.82,"northern"
"4168",2009,"Aug","kum",384.69,"northern"
"4169",2009,"Aug","chr",387.31,"northern"
"4170",2009,"Aug","sam",385.17,"southern"
"4171",2009,"Aug","ker",384.54,"southern"
"4172",2009,"Aug","nzd",384.66,"southern"
"4173",2009,"Sep","alt",NA,"northern"
"4174",2009,"Sep","mlo",384.37,"northern"
"4175",2009,"Sep","kum",383.72,"northern"
"4176",2009,"Sep","chr",386.82,"northern"
"4177",2009,"Sep","sam",384.61,"southern"
"4178",2009,"Sep","ker",385.03,"southern"
"4179",2009,"Sep","nzd",384.42,"southern"
"4180",2009,"Oct","alt",NA,"northern"
"4181",2009,"Oct","mlo",384.43,"northern"
"4182",2009,"Oct","kum",384.61,"northern"
"4183",2009,"Oct","chr",386.55,"northern"
"4184",2009,"Oct","sam",385.25,"southern"
"4185",2009,"Oct","ker",385.4,"southern"
"4186",2009,"Oct","nzd",383.67,"southern"
"4187",2009,"Nov","alt",NA,"northern"
"4188",2009,"Nov","mlo",386,"northern"
"4189",2009,"Nov","kum",386.97,"northern"
"4190",2009,"Nov","chr",386.44,"northern"
"4191",2009,"Nov","sam",384.99,"southern"
"4192",2009,"Nov","ker",385.95,"southern"
"4193",2009,"Nov","nzd",384.37,"southern"
"4194",2009,"Dec","alt",NA,"northern"
"4195",2009,"Dec","mlo",387.42,"northern"
"4196",2009,"Dec","kum",388.87,"northern"
"4197",2009,"Dec","chr",387.31,"northern"
"4198",2009,"Dec","sam",385.45,"southern"
"4199",2009,"Dec","ker",386.47,"southern"
"4200",2009,"Dec","nzd",384.14,"southern"
"4201",2010,"Jan","alt",NA,"northern"
"4202",2010,"Jan","mlo",388.12,"northern"
"4203",2010,"Jan","kum",390.07,"northern"
"4204",2010,"Jan","chr",388.11,"northern"
"4205",2010,"Jan","sam",386.86,"southern"
"4206",2010,"Jan","ker",385.54,"southern"
"4207",2010,"Jan","nzd",384.52,"southern"
"4208",2010,"Feb","alt",NA,"northern"
"4209",2010,"Feb","mlo",390.02,"northern"
"4210",2010,"Feb","kum",391.69,"northern"
"4211",2010,"Feb","chr",390.14,"northern"
"4212",2010,"Feb","sam",386.43,"southern"
"4213",2010,"Feb","ker",387.42,"southern"
"4214",2010,"Feb","nzd",384.98,"southern"
"4215",2010,"Mar","alt",NA,"northern"
"4216",2010,"Mar","mlo",390.71,"northern"
"4217",2010,"Mar","kum",391.94,"northern"
"4218",2010,"Mar","chr",389.66,"northern"
"4219",2010,"Mar","sam",388.02,"southern"
"4220",2010,"Mar","ker",386.72,"southern"
"4221",2010,"Mar","nzd",384.72,"southern"
"4222",2010,"Apr","alt",NA,"northern"
"4223",2010,"Apr","mlo",392.74,"northern"
"4224",2010,"Apr","kum",392.82,"northern"
"4225",2010,"Apr","chr",390.17,"northern"
"4226",2010,"Apr","sam",386.6,"southern"
"4227",2010,"Apr","ker",386.65,"southern"
"4228",2010,"Apr","nzd",384.99,"southern"
"4229",2010,"May","alt",NA,"northern"
"4230",2010,"May","mlo",393.14,"northern"
"4231",2010,"May","kum",393.46,"northern"
"4232",2010,"May","chr",389.16,"northern"
"4233",2010,"May","sam",387,"southern"
"4234",2010,"May","ker",387.77,"southern"
"4235",2010,"May","nzd",385.67,"southern"
"4236",2010,"Jun","alt",NA,"northern"
"4237",2010,"Jun","mlo",392.39,"northern"
"4238",2010,"Jun","kum",392.25,"northern"
"4239",2010,"Jun","chr",389.62,"northern"
"4240",2010,"Jun","sam",388.19,"southern"
"4241",2010,"Jun","ker",386.94,"southern"
"4242",2010,"Jun","nzd",385.65,"southern"
"4243",2010,"Jul","alt",NA,"northern"
"4244",2010,"Jul","mlo",390.19,"northern"
"4245",2010,"Jul","kum",389.33,"northern"
"4246",2010,"Jul","chr",389.14,"northern"
"4247",2010,"Jul","sam",387.57,"southern"
"4248",2010,"Jul","ker",387.13,"southern"
"4249",2010,"Jul","nzd",386.46,"southern"
"4250",2010,"Aug","alt",NA,"northern"
"4251",2010,"Aug","mlo",387.91,"northern"
"4252",2010,"Aug","kum",386.05,"northern"
"4253",2010,"Aug","chr",388.41,"northern"
"4254",2010,"Aug","sam",388,"southern"
"4255",2010,"Aug","ker",387.38,"southern"
"4256",2010,"Aug","nzd",387.19,"southern"
"4257",2010,"Sep","alt",NA,"northern"
"4258",2010,"Sep","mlo",386.35,"northern"
"4259",2010,"Sep","kum",386.45,"northern"
"4260",2010,"Sep","chr",387.95,"northern"
"4261",2010,"Sep","sam",387.73,"southern"
"4262",2010,"Sep","ker",386.97,"southern"
"4263",2010,"Sep","nzd",387.11,"southern"
"4264",2010,"Oct","alt",NA,"northern"
"4265",2010,"Oct","mlo",387.2,"northern"
"4266",2010,"Oct","kum",387.32,"northern"
"4267",2010,"Oct","chr",388.15,"northern"
"4268",2010,"Oct","sam",388.09,"southern"
"4269",2010,"Oct","ker",388.01,"southern"
"4270",2010,"Oct","nzd",387.15,"southern"
"4271",2010,"Nov","alt",NA,"northern"
"4272",2010,"Nov","mlo",388.68,"northern"
"4273",2010,"Nov","kum",390.25,"northern"
"4274",2010,"Nov","chr",388.5,"northern"
"4275",2010,"Nov","sam",388.2,"southern"
"4276",2010,"Nov","ker",388.28,"southern"
"4277",2010,"Nov","nzd",386.85,"southern"
"4278",2010,"Dec","alt",NA,"northern"
"4279",2010,"Dec","mlo",389.77,"northern"
"4280",2010,"Dec","kum",389.43,"northern"
"4281",2010,"Dec","chr",389.88,"northern"
"4282",2010,"Dec","sam",388.78,"southern"
"4283",2010,"Dec","ker",389.04,"southern"
"4284",2010,"Dec","nzd",387.68,"southern"
"4285",2011,"Jan","alt",395.66,"northern"
"4286",2011,"Jan","mlo",391.74,"northern"
"4287",2011,"Jan","kum",392.8,"northern"
"4288",2011,"Jan","chr",390.28,"northern"
"4289",2011,"Jan","sam",389.66,"southern"
"4290",2011,"Jan","ker",389.63,"southern"
"4291",2011,"Jan","nzd",387.13,"southern"
"4292",2011,"Feb","alt",396.87,"northern"
"4293",2011,"Feb","mlo",391.69,"northern"
"4294",2011,"Feb","kum",393.71,"northern"
"4295",2011,"Feb","chr",391.43,"northern"
"4296",2011,"Feb","sam",389.02,"southern"
"4297",2011,"Feb","ker",389.33,"southern"
"4298",2011,"Feb","nzd",386.74,"southern"
"4299",2011,"Mar","alt",397.54,"northern"
"4300",2011,"Mar","mlo",392.22,"northern"
"4301",2011,"Mar","kum",394.02,"northern"
"4302",2011,"Mar","chr",390.79,"northern"
"4303",2011,"Mar","sam",389.36,"southern"
"4304",2011,"Mar","ker",389.24,"southern"
"4305",2011,"Mar","nzd",386.41,"southern"
"4306",2011,"Apr","alt",397.7,"northern"
"4307",2011,"Apr","mlo",393.74,"northern"
"4308",2011,"Apr","kum",396.27,"northern"
"4309",2011,"Apr","chr",391.87,"northern"
"4310",2011,"Apr","sam",388.13,"southern"
"4311",2011,"Apr","ker",387.95,"southern"
"4312",2011,"Apr","nzd",388.58,"southern"
"4313",2011,"May","alt",397.9,"northern"
"4314",2011,"May","mlo",394.75,"northern"
"4315",2011,"May","kum",395.67,"northern"
"4316",2011,"May","chr",391.68,"northern"
"4317",2011,"May","sam",389.56,"southern"
"4318",2011,"May","ker",389.28,"southern"
"4319",2011,"May","nzd",387.91,"southern"
"4320",2011,"Jun","alt",395.29,"northern"
"4321",2011,"Jun","mlo",393.54,"northern"
"4322",2011,"Jun","kum",394.41,"northern"
"4323",2011,"Jun","chr",391.15,"northern"
"4324",2011,"Jun","sam",389,"southern"
"4325",2011,"Jun","ker",389.46,"southern"
"4326",2011,"Jun","nzd",388.16,"southern"
"4327",2011,"Jul","alt",387.95,"northern"
"4328",2011,"Jul","mlo",392.59,"northern"
"4329",2011,"Jul","kum",390.82,"northern"
"4330",2011,"Jul","chr",392.1,"northern"
"4331",2011,"Jul","sam",389.2,"southern"
"4332",2011,"Jul","ker",390,"southern"
"4333",2011,"Jul","nzd",388.36,"southern"
"4334",2011,"Aug","alt",381.62,"northern"
"4335",2011,"Aug","mlo",390.2,"northern"
"4336",2011,"Aug","kum",388.18,"northern"
"4337",2011,"Aug","chr",391.02,"northern"
"4338",2011,"Aug","sam",390.1,"southern"
"4339",2011,"Aug","ker",389.8,"southern"
"4340",2011,"Aug","nzd",388.88,"southern"
"4341",2011,"Sep","alt",381.93,"northern"
"4342",2011,"Sep","mlo",388.59,"northern"
"4343",2011,"Sep","kum",387.16,"northern"
"4344",2011,"Sep","chr",390.83,"northern"
"4345",2011,"Sep","sam",389.58,"southern"
"4346",2011,"Sep","ker",390.03,"southern"
"4347",2011,"Sep","nzd",389.45,"southern"
"4348",2011,"Oct","alt",388.07,"northern"
"4349",2011,"Oct","mlo",389.26,"northern"
"4350",2011,"Oct","kum",389.98,"northern"
"4351",2011,"Oct","chr",390.46,"northern"
"4352",2011,"Oct","sam",390.37,"southern"
"4353",2011,"Oct","ker",390.38,"southern"
"4354",2011,"Oct","nzd",387.99,"southern"
"4355",2011,"Nov","alt",393.78,"northern"
"4356",2011,"Nov","mlo",390.52,"northern"
"4357",2011,"Nov","kum",392.41,"northern"
"4358",2011,"Nov","chr",390.97,"northern"
"4359",2011,"Nov","sam",390.51,"southern"
"4360",2011,"Nov","ker",392.48,"southern"
"4361",2011,"Nov","nzd",388.4,"southern"
"4362",2011,"Dec","alt",396.67,"northern"
"4363",2011,"Dec","mlo",391.98,"northern"
"4364",2011,"Dec","kum",393.72,"northern"
"4365",2011,"Dec","chr",391.59,"northern"
"4366",2011,"Dec","sam",390.67,"southern"
"4367",2011,"Dec","ker",391.21,"southern"
"4368",2011,"Dec","nzd",388.66,"southern"
"4369",2012,"Jan","alt",399.1,"northern"
"4370",2012,"Jan","mlo",393.19,"northern"
"4371",2012,"Jan","kum",393.72,"northern"
"4372",2012,"Jan","chr",392.89,"northern"
"4373",2012,"Jan","sam",391.6,"southern"
"4374",2012,"Jan","ker",391.35,"southern"
"4375",2012,"Jan","nzd",388.43,"southern"
"4376",2012,"Feb","alt",398.83,"northern"
"4377",2012,"Feb","mlo",393.47,"northern"
"4378",2012,"Feb","kum",395.39,"northern"
"4379",2012,"Feb","chr",393.53,"northern"
"4380",2012,"Feb","sam",392.08,"southern"
"4381",2012,"Feb","ker",391.24,"southern"
"4382",2012,"Feb","nzd",388.1,"southern"
"4383",2012,"Mar","alt",399.4,"northern"
"4384",2012,"Mar","mlo",394.42,"northern"
"4385",2012,"Mar","kum",397.81,"northern"
"4386",2012,"Mar","chr",394.19,"northern"
"4387",2012,"Mar","sam",391.98,"southern"
"4388",2012,"Mar","ker",390.66,"southern"
"4389",2012,"Mar","nzd",388.5,"southern"
"4390",2012,"Apr","alt",400.07,"northern"
"4391",2012,"Apr","mlo",396.48,"northern"
"4392",2012,"Apr","kum",397.72,"northern"
"4393",2012,"Apr","chr",393.61,"northern"
"4394",2012,"Apr","sam",391.66,"southern"
"4395",2012,"Apr","ker",390.85,"southern"
"4396",2012,"Apr","nzd",388.5,"southern"
"4397",2012,"May","alt",400.42,"northern"
"4398",2012,"May","mlo",397.17,"northern"
"4399",2012,"May","kum",398.15,"northern"
"4400",2012,"May","chr",393.2,"northern"
"4401",2012,"May","sam",391.51,"southern"
"4402",2012,"May","ker",390.81,"southern"
"4403",2012,"May","nzd",389.3,"southern"
"4404",2012,"Jun","alt",397.28,"northern"
"4405",2012,"Jun","mlo",396.11,"northern"
"4406",2012,"Jun","kum",396.28,"northern"
"4407",2012,"Jun","chr",393.73,"northern"
"4408",2012,"Jun","sam",391.66,"southern"
"4409",2012,"Jun","ker",390.88,"southern"
"4410",2012,"Jun","nzd",390.57,"southern"
"4411",2012,"Jul","alt",389.59,"northern"
"4412",2012,"Jul","mlo",394.38,"northern"
"4413",2012,"Jul","kum",392.81,"northern"
"4414",2012,"Jul","chr",393.79,"northern"
"4415",2012,"Jul","sam",390.74,"southern"
"4416",2012,"Jul","ker",390.36,"southern"
"4417",2012,"Jul","nzd",390.71,"southern"
"4418",2012,"Aug","alt",382.7,"northern"
"4419",2012,"Aug","mlo",392.02,"northern"
"4420",2012,"Aug","kum",392.54,"northern"
"4421",2012,"Aug","chr",392.78,"northern"
"4422",2012,"Aug","sam",392.07,"southern"
"4423",2012,"Aug","ker",391.05,"southern"
"4424",2012,"Aug","nzd",390.81,"southern"
"4425",2012,"Sep","alt",386,"northern"
"4426",2012,"Sep","mlo",391.16,"northern"
"4427",2012,"Sep","kum",390.4,"northern"
"4428",2012,"Sep","chr",393.25,"northern"
"4429",2012,"Sep","sam",391.83,"southern"
"4430",2012,"Sep","ker",390.93,"southern"
"4431",2012,"Sep","nzd",391.55,"southern"
"4432",2012,"Oct","alt",390.42,"northern"
"4433",2012,"Oct","mlo",391.08,"northern"
"4434",2012,"Oct","kum",391.67,"northern"
"4435",2012,"Oct","chr",394.65,"northern"
"4436",2012,"Oct","sam",392.17,"southern"
"4437",2012,"Oct","ker",391.69,"southern"
"4438",2012,"Oct","nzd",391.12,"southern"
"4439",2012,"Nov","alt",396.01,"northern"
"4440",2012,"Nov","mlo",393.37,"northern"
"4441",2012,"Nov","kum",394.61,"northern"
"4442",2012,"Nov","chr",394.03,"northern"
"4443",2012,"Nov","sam",392.97,"southern"
"4444",2012,"Nov","ker",392.09,"southern"
"4445",2012,"Nov","nzd",391.12,"southern"
"4446",2012,"Dec","alt",399.34,"northern"
"4447",2012,"Dec","mlo",394.67,"northern"
"4448",2012,"Dec","kum",394.99,"northern"
"4449",2012,"Dec","chr",394.97,"northern"
"4450",2012,"Dec","sam",393.29,"southern"
"4451",2012,"Dec","ker",392.3,"southern"
"4452",2012,"Dec","nzd",391.57,"southern"
"4453",2013,"Jan","alt",400.88,"northern"
"4454",2013,"Jan","mlo",395.82,"northern"
"4455",2013,"Jan","kum",396.95,"northern"
"4456",2013,"Jan","chr",396.17,"northern"
"4457",2013,"Jan","sam",394.94,"southern"
"4458",2013,"Jan","ker",392.78,"southern"
"4459",2013,"Jan","nzd",391.68,"southern"
"4460",2013,"Feb","alt",401.38,"northern"
"4461",2013,"Feb","mlo",396.93,"northern"
"4462",2013,"Feb","kum",397.9,"northern"
"4463",2013,"Feb","chr",396.62,"northern"
"4464",2013,"Feb","sam",394.03,"southern"
"4465",2013,"Feb","ker",392.81,"southern"
"4466",2013,"Feb","nzd",391.04,"southern"
"4467",2013,"Mar","alt",401.56,"northern"
"4468",2013,"Mar","mlo",398.07,"northern"
"4469",2013,"Mar","kum",398.55,"northern"
"4470",2013,"Mar","chr",397.12,"northern"
"4471",2013,"Mar","sam",394.15,"southern"
"4472",2013,"Mar","ker",391.96,"southern"
"4473",2013,"Mar","nzd",391.98,"southern"
"4474",2013,"Apr","alt",401.93,"northern"
"4475",2013,"Apr","mlo",398.82,"northern"
"4476",2013,"Apr","kum",399.85,"northern"
"4477",2013,"Apr","chr",397.69,"northern"
"4478",2013,"Apr","sam",395.22,"southern"
"4479",2013,"Apr","ker",393.04,"southern"
"4480",2013,"Apr","nzd",392.5,"southern"
"4481",2013,"May","alt",403.37,"northern"
"4482",2013,"May","mlo",400.32,"northern"
"4483",2013,"May","kum",401.9,"northern"
"4484",2013,"May","chr",397.37,"northern"
"4485",2013,"May","sam",395.12,"southern"
"4486",2013,"May","ker",392.86,"southern"
"4487",2013,"May","nzd",392.81,"southern"
"4488",2013,"Jun","alt",400.68,"northern"
"4489",2013,"Jun","mlo",398.92,"northern"
"4490",2013,"Jun","kum",400.36,"northern"
"4491",2013,"Jun","chr",397.43,"northern"
"4492",2013,"Jun","sam",394.23,"southern"
"4493",2013,"Jun","ker",394,"southern"
"4494",2013,"Jun","nzd",393.12,"southern"
"4495",2013,"Jul","alt",394.75,"northern"
"4496",2013,"Jul","mlo",397.78,"northern"
